Word,POS Tag,Frequency
Apoteknya,NUM,1
Apoteknya,VERB,1
Apotik,VERB,1
Apotiknya,PROPN,1
Anehnya,NOUN,1
Aneh,ADJ,1
Alhmdlh,PROPN,1
Alyca,PROPN,1
Alhmdulillah,PROPN,1
Allhamdulilah,NUM,1
Allhamdulillah,PROPN,1
Alloh,PROPN,1
Allowance,PROPN,1
Almost,PROPN,1
Alodokter,NOUN,1
Alodokter,NUM,1
Already,NOUN,1
Alur,NOUN,1
Alway,PROPN,1
Alwayssssss,PROPN,1
Amanah,ADJ,1
Andry,PROPN,1
Amat,NOUN,1
Amaze,PROPN,1
Amazingly,PROPN,1
Ami,PROPN,1
Ampas,PROPN,1
Ampun,PROPN,1
An,PROPN,1
Andai,PROPN,1
Andalan,PROPN,1
Andika,PROPN,1
Andrian,PROPN,1
Andrologi,PROPN,1
AWAL,ADJ,1
ATAU,PROPN,1
4a,PROPN,1
7pm,NOUN,1
61BZ2P5344,NUM,1
61XE161150,NUM,1
6259,NUM,1
69,NUM,1
6inch,VERB,1
6pagi,PROPN,1
6rb,NOUN,1
70ml,NUM,1
70rb,NUM,1
750k,PROPN,1
7hari,NUM,1
7jam,PROPN,1
7rb,NOUN,1
60rb,NOUN,1
7th,PROPN,1
7x24,PROPN,1
8.30,PROPN,1
8.45,PROPN,1
808,NUM,1
80ribu,PROPN,1
83rb,NUM,1
845,NUM,1
865,NUM,1
89,NUM,1
8f,PROPN,1
8gb,NOUN,1
60tb,NOUN,1
60minute,NUM,1
"9,900",NOUN,1
55k,PROPN,1
4hr,NOUN,1
4hr,NUM,1
4hr,PROPN,1
4hr,VERB,1
4x15rb,NUM,1
50.000,NUM,1
50.00p,NUM,1
500rb,VERB,1
50k,NOUN,1
50k,PROPN,1
50rb,NUM,1
51021,PROPN,1
56,NUM,1
60menit,NUM,1
56x,NOUN,1
5721,NUM,1
57k,PROPN,1
5N172P2784,NUM,1
5N1RGP7757,NUM,1
5jam,PROPN,1
5mbs,NUM,1
5mnt,PROPN,1
5rb,NOUN,1
5rb,NUM,1
5star,NUM,1
600k,PROPN,1
8pm,NOUN,1
9.30ish,PROPN,1
ASS,PROPN,1
APA2,NOUN,1
ALODOKTER,NOUN,1
ALOKDOKTER,PROPN,1
ALREADY,NOUN,1
AMAT,ADV,1
AMBIL,NOUN,1
AN,PROPN,1
ANAK,NOUN,1
ANGEL,PROPN,1
ANGUS,PROPN,1
ANTIRIAN,NUM,1
ANTRI,PROPN,1
ANY,PROPN,1
APAAN,NOUN,1
ALLOH,PROPN,1
APAAPA,NUM,1
APAKAH,ADV,1
APDKonsultasi,NOUN,1
APKnya,NUM,1
APLIKASI,VERB,1
APLIKASINYA,NOUN,1
APLIKASi,NOUN,1
APOTEK,NOUN,1
APPOINTMENT,NOUN,1
APPOINTMENT,NUM,1
APPS,NOUN,1
ARFIAN,PROPN,1
ALO,NOUN,1
ALL,PROPN,1
900.000,NUM,1
ABIS,NOUN,1
911,NUM,1
942021,PROPN,1
945,NUM,1
97,NUM,1
99.000,NUM,1
99rb,NUM,1
9PM,NOUN,1
9pm,PROPN,1
A.I,PROPN,1
A32,PROPN,1
A51,PROPN,1
A74,PROPN,1
ABOUT,NOUN,1
ALIAS,NOUN,1
ACCESSED,PROPN,1
ACCOUNT,PROPN,1
AD,PROPN,1
ADDRESS,NOUN,1
ADIL,ADJ,1
AF,PROPN,1
AFTER,PROPN,1
AGAR,ADP,1
AGAR,CONJ,1
AJA,X,1
ALAM,PROPN,1
ALASAN,NOUN,1
DIREKOMENDASI,NOUN,1
DIRESPOND,NOUN,1
LUAR,NOUN,1
Intuitive,PROPN,1
Install,PROPN,1
Instan,NOUN,1
Instan,PROPN,1
Insurance,PROPN,1
Insya,NOUN,1
InsyaAllah,PROPN,1
Integrasi,NOUN,1
Interface,NOUN,1
Interfacenya,NUM,1
Interfacenya,PROPN,1
Intinya,NOUN,1
Intuitive,NUM,1
Investors,NUM,1
Instal,PROPN,1
Irresponsible,NUM,1
Isinya,DET,1
Isoman,NOUN,1
Isoman,NUM,1
It,ADP,1
Item,PROPN,1
Ituh,NUM,1
Itupun,ADV,1
Iva,PROPN,1
Ivon,NUM,1
JADI,ADV,1
JADI,PROPN,1
Install,NOUN,1
Inspiring,PROPN,1
JAGA,NOUN,1
Industry,PROPN,1
Improvement,PROPN,1
Imtegrated,PROPN,1
InHealth,NUM,1
InHealth,PROPN,1
Inadvertently,PROPN,1
Incompetent,PROPN,1
Incredible,PROPN,1
Incredibly,PROPN,1
Incridible,PROPN,1
Indahnya,PROPN,1
Indo,PROPN,1
Indonesians,NOUN,1
Inez,PROPN,1
Inshaallah,PROPN,1
Influenza,PROPN,1
Infonya,NOUN,1
Infonya,PROPN,1
Informasi,PROPN,1
Informasinya,PROPN,1
Informatif,NOUN,1
Information,PROPN,1
Informstif,PROPN,1
Ingat,NOUN,1
Ingin,ADV,1
Inilah,DET,1
InshaAllah,PROPN,1
JADINYA,NOUN,1
JAGAKARSA,PROPN,1
Impressive,PROPN,1
Jawabnyaa,NUM,1
January,PROPN,1
Jarang,PROPN,1
Jari,NOUN,1
Jaringan,NOUN,1
Jasanya,NOUN,1
Jati,PROPN,1
Jatuhnya,NOUN,1
Jauh,ADV,1
Jauh,PROPN,1
Jawa,PROPN,1
Jawab,ADV,1
Jawabannya,PROPN,1
Jaya,PROPN,1
Jantung,PROPN,1
Jazakallah,NUM,1
Jd,NOUN,1
Jebakan,NOUN,1
Jelas2,NUM,1
Jelasjelas,NUM,1
Jelek,NOUN,1
Jelekkk,PROPN,1
Jeleklah,NOUN,1
Jeleklah,PROPN,1
Jen,PROPN,1
Jenis,NOUN,1
Jenius,NOUN,1
Januari,PROPN,1
Jannn,PROPN,1
JAKARTA,PROPN,1
JUAL,NOUN,1
JANGAN,X,1
JANJI,NOUN,1
JB,PROPN,1
JELAS,ADV,1
JELASIN,PROPN,1
JELASS,NUM,1
JELEK,ADJ,1
JKT,NOUN,1
JKTBogorBandungJogja,PROPN,1
JLS,NOUN,1
JOB,PROPN,1
JOGJA,PROPN,1
JUALAN,PROPN,1
Janjian,NUM,1
JUARA,PROPN,1
JUGAA,NOUN,1
JUJUR,NOUN,1
JUST,PROPN,1
JUTA,NOUN,1
Jabodetabek,PROPN,1
Jadi,NUM,1
Jadinya,PROPN,1
Jaksel,NOUN,1
Jaktim,PROPN,1
Jaman,PROPN,1
Jangankan,NUM,1
Improve,NOUN,1
Impression,PROPN,1
Jeruk,PROPN,1
Having,NOUN,1
Harap,NOUN,1
Harap,X,1
Harapannya,NOUN,1
Hard,PROPN,1
Harganya,NOUN,1
Harunya,NUM,1
Harusnya,NUM,1
Hatihati,NUM,1
Hatihati,VERB,1
Hatta,PROPN,1
Hatur,PROPN,1
Havent,NUM,1
He,PROPN,1
Handoko,PROPN,1
Hehehe,PROPN,1
Hehehehe,NUM,1
Helfulll,PROPN,1
Hello,PROPN,1
Helloooo,NUM,1
HelpFull,NOUN,1
Helpdesk,NUM,1
Helpfullllll,PROPN,1
Helpfulllllll,PROPN,1
Helpfully,NUM,1
Helpfulness,PROPN,1
Helpfuuuuuullllllllll,PROPN,1
Hangus,VERB,1
Handling,PROPN,1
Helpully,PROPN,1
HaloDoc.Aplikasinya,PROPN,1
Had,DET,1
Hadeeh,NUM,1
Hadehh,NUM,1
Hadeuhh,NUM,1
Hadeuuh,NUM,1
Hadika,NOUN,1
Haduh,NUM,1
Hahaha,NOUN,1
Hahahahaha,NUM,1
Hajri,NUM,1
Half,PROPN,1
Hallodoc,PROPN,1
HaloFIT,NUM,1
Hamdani,PROPN,1
HaloVet,NOUN,1
Halodic,NUM,1
Halodoc,ADV,1
Halodoc.sgt2,PROPN,1
HalodocKimiaFarma,NUM,1
HalodocThe,PROPN,1
Halodocnya,NUM,1
Halodocs,NOUN,1
Halodog,PROPN,1
Halofit,NOUN,1
Halofit,NUM,1
Haloooo,NUM,1
Helpfy,PROPN,1
Hendak,ADV,1
Immediately,PROPN,1
ISPA,NOUN,1
INDAH,ADJ,1
INFORMATION,PROPN,1
INGIN,VERB,1
INPUT,NOUN,1
INSTALL,NOUN,1
INTEGRASI,NOUN,1
INTINYA,NOUN,1
IPO,PROPN,1
IRT,PROPN,1
IS,PROPN,1
ISNT,NUM,1
ISOMAN,NUM,1
ISSUE,NOUN,1
IKLAN,NOUN,1
IYA,NOUN,1
Ibu,PROPN,1
Ibuprofen,PROPN,1
Id,PROPN,1
Idenya,NOUN,1
Ikhlasin,NUM,1
Ilang,NOUN,1
Ilang,PROPN,1
Ilkomik,PROPN,1
Ilma,NUM,1
Imbasnya,NOUN,1
Immediate,PROPN,1
INCONVENIENCE,NOUN,1
IG,NOUN,1
Hendy,PROPN,1
Hoax,NOUN,1
Heran,VERB,1
Herman,PROPN,1
Hevit,PROPN,1
Hi,NOUN,1
Higly,NUM,1
Hii,PROPN,1
Hikmahnya,NUM,1
Hilang,VERB,1
Hina,PROPN,1
Hingga,ADP,1
Hiram,PROPN,1
History,PROPN,1
Hoba,PROPN,1
IF,PROPN,1
Holodoc,PROPN,1
Hopely,NUM,1
Horrible,PROPN,1
Hospital,PROPN,1
Hows,NUM,1
Hp,NOUN,1
Hrg,PROPN,1
Hrs,NUM,1
Hubungi,VERB,1
Huffttt,NUM,1
Humble,PROPN,1
Huu,PROPN,1
Jeremy,PROPN,1
Jessica,PROPN,1
HUBUNGI,VERB,1
Keyboard,PROPN,1
Kesimpulan,PROPN,1
Kesimpulanku,NUM,1
Kesimpulannya,NOUN,1
Kesini,PROPN,1
Kesulitan,NOUN,1
Keswhatan,PROPN,1
Ketauan,NUM,1
Ketentuan,NOUN,1
Keterangannya,NOUN,1
Ketut,PROPN,1
Keuerrr,PROPN,1
Kevin,PROPN,1
Khan,PROPN,1
Kesempatan,NOUN,1
Khususnya,NOUN,1
Ki,PROPN,1
Kiirim,NUM,1
Kintiil,NUM,1
Kira2,NOUN,1
Kira2,VERB,1
Kirim,PROPN,1
Kirimnya,PROPN,1
Kkkkkkk,PROPN,1
Klik24,NUM,1
KlinikRS,PROPN,1
Kma,PROPN,1
Keseringan,NUM,1
Kesekian,NOUN,1
Knpa,NUM,1
Keramahan,NOUN,1
Kembalikan,NOUN,1
Kembalikan,PROPN,1
Kemenkes,NOUN,1
Kemenkes,PROPN,1
Kempat,NUM,1
Kemudian,CONJ,1
Kenangan,NOUN,1
Kenaoa,PROPN,1
Kenapa,NOUN,1
Kenapaaaa,NUM,1
Kendari,PROPN,1
Kepada,ADV,1
Kereeeeen,PROPN,1
Kesehatannya,PROPN,1
Kereeeeenn,PROPN,1
Kereeennnnn,PROPN,1
Kereennn,PROPN,1
Kerenn,NUM,1
Kerennn,NUM,1
Kerennnn,PROPN,1
Kerennnnn,PROPN,1
Kerenq,NUM,1
Kerensih,PROPN,1
Kerwn,PROPN,1
Kesan,NOUN,1
Kesehatan,NOUN,1
Kn,PROPN,1
Knsul,NUM,1
Keluhan,PROPN,1
LAYANAN,PROPN,1
Kudos,PROPN,1
Kulit,NOUN,1
Kumpulan,NOUN,1
Kuncinya,PROPN,1
Kupang,PROPN,1
Kwren,PROPN,1
LABRS,PROPN,1
LAMAAAAAA,NOUN,1
LAMBATNYA,NOUN,1
LANGSUNG,ADV,1
LANJUT,ADJ,1
LAPORAN,NOUN,1
LAYANANNYA,NOUN,1
Ktnya,NUM,1
LELET,PROPN,1
LENGKAP,ADJ,1
LEWAT,ADP,1
LG,PROPN,1
LIBUR,NOUN,1
LIHAT,VERB,1
LIKE,NOUN,1
LITERALLY,PROPN,1
LOGIN,NOUN,1
LOH,NOUN,1
LOL,PROPN,1
LOVE,PROPN,1
Kucing,NOUN,1
Kronologi,NOUN,1
Kocak,NOUN,1
Konsuktasi,PROPN,1
Kocak,PROPN,1
Kolom,PROPN,1
Komersil,NOUN,1
Kominikatif,PROPN,1
Komplen,PROPN,1
Komsultasi,PROPN,1
Komunikasi,NOUN,1
Komunikasi,PROPN,1
Konek,NUM,1
Konfirmasi,PROPN,1
Konsep,NOUN,1
Konsiltasi,PROPN,1
Konsul,NOUN,1
Krm,NUM,1
Konsulnya,NUM,1
Konsult,NUM,1
Konsumen,PROPN,1
Konteksnya,VERB,1
Konten,PROPN,1
Kooperatif,PROPN,1
Kopi,PROPN,1
Korea,PROPN,1
Kosongkan,NUM,1
Kota,PROPN,1
Kp,PROPN,1
Kramat,PROPN,1
Kemala,PROPN,1
Keluar.Padahal,PROPN,1
Jgn,VERB,1
KETERSEDIAAN,NOUN,1
KELAS,PROPN,1
KELUAR,VERB,1
KELUARGA,PROPN,1
KELUHAN,NOUN,1
KENAPA,ADP,1
KEPADA,ADP,1
KEPOTONG,NUM,1
KEPT,PROPN,1
KERJAAN,NOUN,1
KESAL,VERB,1
KETEMU,VERB,1
KETENTUAN,NOUN,1
KEWAJIBANNYA,NOUN,1
KEDUA,NUM,1
KIA,PROPN,1
KIRAIN,NUM,1
KITA,NOUN,1
KITA,PROPN,1
KL,PROPN,1
KLO,ADV,1
KM,PROPN,1
KOCAK,NOUN,1
KOMPETEN,VERB,1
KOMPLAIN,NOUN,1
KONDISI,PROPN,1
KONFIRMASI,VERB,1
KEGUNAAN,NOUN,1
KBBI,NOUN,1
KONSULNYA,NOUN,1
Juni,PROPN,1
Jis,PROPN,1
Jkt,PROPN,1
Jl,PROPN,1
Jml,NUM,1
Jonathan,PROPN,1
Joosss,PROPN,1
Josjosjos,PROPN,1
Jossss,PROPN,1
Juara,NOUN,1
Juara,PROPN,1
Juli,NOUN,1
Jumlah,NOUN,1
Junia,NUM,1
KB,NOUN,1
K,PROPN,1
K1,PROPN,1
K2,PROPN,1
KACAU,ADJ,1
KAGA,PROPN,1
KAGAK,NOUN,1
KALAU,CONJ,1
KALIAN,PROPN,1
KALO,NOUN,1
KARTU,NOUN,1
KASIAN,NUM,1
KAYA,ADJ,1
KONFRIMASI,NUM,1
KONYOL,NOUN,1
Keluar,PROPN,1
Kehancuran,PROPN,1
Keberadaanmu,NUM,1
Kebetulan,ADV,1
Kebetulan,NOUN,1
Kebon,PROPN,1
Keburu,PROPN,1
Kebutuhan,NOUN,1
Kecamatan,PROPN,1
Kecepatan,NOUN,1
Kecepetan,PROPN,1
Kecewaa,PROPN,1
Kecewanya,NUM,1
Kecuali,NOUN,1
Kejadian,NOUN,1
Kebangetan,NUM,1
Kejadiannya,NOUN,1
Kejafian,NUM,1
Kek,PROPN,1
Kekurangan,NOUN,1
Kekurangannya,PROPN,1
Kelamaan,NOUN,1
Kelancaran,NOUN,1
Kelebihan,PROPN,1
Kelemahan,NOUN,1
Kelewat,VERB,1
Keliling,NOUN,1
Kelima,PROPN,1
Keberadaan,NOUN,1
Keamanan,PROPN,1
KOTA,PROPN,1
Kamu,PROPN,1
KREDIT,NOUN,1
KSH,PROPN,1
KUNJUNGAN,NOUN,1
KUPON,NOUN,1
KUPON,PROPN,1
Kab,PROPN,1
Kacaw,NUM,1
Kadang2,PROPN,1
Kalo,ADV,1
Kalo,VERB,1
Kami,PRON,1
Kampretttt,NUM,1
Kan,X,1
Ke22,PROPN,1
Kang,PROPN,1
Kapan,ADV,1
Karawaci,PROPN,1
Karina,PROPN,1
Kartika,PROPN,1
Kasih,PROPN,1
Kasus,NOUN,1
Kata,NOUN,1
Kata,PROPN,1
Kayaknya,NOUN,1
Kayaknya,PROPN,1
Ke,ADP,1
HUMAN,PROPN,1
HUBUNGI,NOUN,1
DISAPPOINTED,NOUN,1
Dokterdokter,PROPN,1
Docter,NUM,1
Docter,PROPN,1
Doctoc,PROPN,1
Doctor,NOUN,1
Doctos,PROPN,1
Document,PROPN,1
Dok.Andry,NOUN,1
Doknya,PROPN,1
Dokter.almost,PROPN,1
Dokter2,NOUN,1
Dokter2nya,NOUN,1
Dokterdokter,NUM,1
Dokternua,PROPN,1
Doct,PROPN,1
Dokternyamau,NUM,1
Dokterr,NUM,1
Doktor,PROPN,1
Doktornya,PROPN,1
Doktr,NUM,1
Domisili,PROPN,1
Donlot,NUM,1
Dont,PROPN,1
Door,PROPN,1
Download,NOUN,1
Download,PROPN,1
Dpat,NUM,1
Docter,NOUN,1
Dlm,NOUN,1
Dr,ADP,1
Dissapointed,PROPN,1
Dipolis,NUM,1
Diputer2,NUM,1
Diputus,VERB,1
Directly,NOUN,1
Diresepkan,NUM,1
Disappointed,PROPN,1
Disarankan,NOUN,1
Disarankan,PROPN,1
Disertai,VERB,1
Diskusinya,PROPN,1
Disruptif,PROPN,1
Dissapointed,NUM,1
Dissappointment,NUM,1
Dktr,PROPN,1
Disuppport,VERB,1
Disuruh,NOUN,1
Ditambah,ADV,1
Ditambah,NOUN,1
Ditanggapi,VERB,1
Ditanya,VERB,1
Ditinggal,VERB,1
Ditingkatkan,VERB,1
Ditulis,VERB,1
Ditunggu,VERB,1
Diubah,VERB,1
Diulang2,NUM,1
Dpt,ADV,1
Dr.Agus,NOUN,1
Dipastikan,VERB,1
Email,NOUN,1
Easyand,NOUN,1
Easyyyyy,PROPN,1
Eddy,PROPN,1
Edit,PROPN,1
Ehh,NUM,1
Ehh,PROPN,1
Eka,PROPN,1
Ekspektasi,NOUN,1
Elin,PROPN,1
Elma,PROPN,1
Elvi,PROPN,1
Elvina,PROPN,1
Emergency,PROPN,1
Easily,NOUN,1
Emosi,PROPN,1
Enak,ADP,1
Enakan,NUM,1
Enggak,NOUN,1
Engineer,PROPN,1
Enjoy,PROPN,1
Ente,PROPN,1
Eny,PROPN,1
Eropa,PROPN,1
Errors,PROPN,1
Eskalasi,PROPN,1
Especially,NOUN,1
Easy,NOUN,1
Easier,NUM,1
Dr.David,NUM,1
Dutch,PROPN,1
Dr.fani,PROPN,1
DrEka,PROPN,1
Draining,PROPN,1
Drh,PROPN,1
Drnya,PROPN,1
Dua,PROPN,1
Duhhh,PROPN,1
Duit,PROPN,1
Duitku,NUM,1
Dukuh,PROPN,1
Dulu,CONJ,1
Dunia,PROPN,1
Dwi,PROPN,1
EXCELLENT,PROPN,1
Dyta,NUM,1
Dzolim,NUM,1
EMAIL,PROPN,1
EMG,PROPN,1
EMOSI,NOUN,1
ER,PROPN,1
EROR,PROPN,1
ERROR,NOUN,1
ESTIMASI,NOUN,1
ETA,PROPN,1
EVEN,NOUN,1
EVERY,PROPN,1
Dipertimbangkan,VERB,1
Dipandemi,PROPN,1
Estimasi,PROPN,1
Dapetnya,NUM,1
DURING,PROPN,1
Daebak,PROPN,1
Daebakk,PROPN,1
Daftar,NUM,1
Daftarkan,VERB,1
Dah,PROPN,1
Dahlah,PROPN,1
Dahulu,ADV,1
Dalem,PROPN,1
Dan,PROPN,1
Dapat,ADP,1
Dapet,PROPN,1
Daridulu,PROPN,1
DTG2,NUM,1
Daripada,ADV,1
Daripada,NOUN,1
Darurat,PROPN,1
Dasar,NOUN,1
Day,PROPN,1
De,PROPN,1
Debit,PROPN,1
Dec,NUM,1
Dec,PROPN,1
Definitely,NUM,1
Deh,PROPN,1
Dekat,NOUN,1
DULU,NOUN,1
DSM,PROPN,1
Delivered,PROPN,1
DO,PROPN,1
DISAPPOINTED,NUM,1
DISEBUT,VERB,1
DISLIKE,NOUN,1
DISOSMED,NOUN,1
DITANGANI,VERB,1
DITELEPON,NOUN,1
DITEMUKAN,VERB,1
DITIPU,VERB,1
DKD1344352,NUM,1
DKT,PROPN,1
DKVYE43273,PROPN,1
DKVYE44352,PROPN,1
DOB,NUM,1
DRPD,NOUN,1
DOCTOR,PROPN,1
DOKTER,PROPN,1
DOKTERNYA,NOUN,1
DOKU,NOUN,1
DONE,NOUN,1
DOOONG,NUM,1
DOUBLE,NOUN,1
DOWNLOAD,NOUN,1
DR,PROPN,1
DRH,PROPN,1
DRIVERNYA,PROPN,1
DROP,NOUN,1
Delay,NOUN,1
Delta,PROPN,1
Dipaksa,VERB,1
Diinfo,NUM,1
Dibatalkanrefund,NUM,1
Diberi,NOUN,1
Diberikan,NOUN,1
Dibilang,VERB,1
Dibutuhkan,VERB,1
Dicariin,NUM,1
Dicoba,VERB,1
Dicuekin,NUM,1
Didoain,NUM,1
Digubris,PROPN,1
Dih,NUM,1
Diharuskan,VERB,1
Diinfokan,NUM,1
Dibantu,VERB,1
Dijawab,PROPN,1
Dikabari,NUM,1
Dikarenakan,ADV,1
Dikasih,VERB,1
Dikatakan,ADV,1
Dikirim,NUM,1
Dikomplen,NUM,1
Dikonfirmasi,VERB,1
Dilempar,VERB,1
Dimana2,NUM,1
Dimasa,PROPN,1
Dini,PROPN,1
Dibatalkan,PROPN,1
Dibantu,PROPN,1
Demam,NOUN,1
Dftr,PROPN,1
Demi,PROPN,1
Dengam,VERB,1
Denpasar,PROPN,1
Depok,PROPN,1
Deskripsi,PROPN,1
Destination,PROPN,1
Detil,PROPN,1
Developer,PROPN,1
Developers,PROPN,1
Deviana,NUM,1
Dewa,PROPN,1
Dewi,PROPN,1
Dhika,PROPN,1
Dibantu,NOUN,1
Dia,PRON,1
Diagnosanya,PROPN,1
Diagnosis,NOUN,1
Dian,PROPN,1
Diarahkan,VERB,1
Diare,NOUN,1
Diare,PROPN,1
Diawal,NOUN,1
Diawal,PROPN,1
Dibagi,NOUN,1
Dibagian,NOUN,1
Dibalikin,NUM,1
Essy,PROPN,1
Ethernet,PROPN,1
HOW,PROPN,1
GoMed,PROPN,1
Gimanasih,NUM,1
Gini,NOUN,1
Gitu,VERB,1
Give,PROPN,1
Gizi,PROPN,1
Gjek,NUM,1
Gladly,NUM,1
Gluck,PROPN,1
GoJek,NOUN,1
GoJek,NUM,1
GoMed,NOUN,1
GoMed,NUM,1
GoPay,NOUN,1
Gimana,ADP,1
GoPay,PROPN,1
GoSend,NOUN,1
GoSend,NUM,1
Goed,PROPN,1
Goepay,NUM,1
Going,PROPN,1
Gojeks,NUM,1
Gokil,PROPN,1
Gokilll,PROPN,1
Goks,NUM,1
Goodapp,PROPN,1
Goodddd,PROPN,1
Gimana,PROPN,1
Gimaana,NUM,1
Gooddddddddd,PROPN,1
Gave,NOUN,1
Gagal,VERB,1
Gajelas,NUM,1
Gajelas,PROPN,1
Gandaria,PROPN,1
Ganesa,PROPN,1
Ganesha,PROPN,1
Gangerti,PROPN,1
Ganti,NOUN,1
Gaperlu,NUM,1
Gara,PROPN,1
Gas,NOUN,1
Gatau,PROPN,1
Gave,PROPN,1
Giliran,ADV,1
Gegara,PROPN,1
Gejala,NOUN,1
Gembargembor,PROPN,1
Generally,NOUN,1
Gerceeeeepp,PROPN,1
Gercep,NUM,1
Gg,PROPN,1
Ggod,PROPN,1
Gijek,NOUN,1
Gilaaaaa,PROPN,1
Gileeee,PROPN,1
Giliran,ADP,1
Goodddddd,PROPN,1
Goodjob,NUM,1
Gagal,ADV,1
HARGA,PROPN,1
H,PROPN,1
H.T.A,NUM,1
H2,NOUN,1
H3,PROPN,1
H4,PROPN,1
HAD,PROPN,1
HADUH,NUM,1
HAHAHAHA,NUM,1
HANG,PROPN,1
HANGUS,VERB,1
HAPPENED,PROPN,1
HARAPAN,NOUN,1
HARGANYA,NOUN,1
Gw,X,1
HATE,PROPN,1
HATIHATI,NUM,1
HATIHATI,PROPN,1
HD,PROPN,1
HELL,PROPN,1
HELPDESK,NOUN,1
HELPFUL,NOUN,1
HELPFUL,NUM,1
HELPFULThank,NUM,1
HIGHLY,PROPN,1
HM,PROPN,1
HOME,PROPN,1
Gweeedddd,PROPN,1
Gw,DET,1
Goodjob,PROPN,1
Government,PROPN,1
Goodluck,NUM,1
Goodss,PROPN,1
Goodsss,PROPN,1
Goog,PROPN,1
Gooood,PROPN,1
Goooodd,PROPN,1
Gooooodddd,PROPN,1
Gooooodddddd,PROPN,1
Goop,PROPN,1
Gopaynya,NUM,1
Gosh,NUM,1
Gosh,PROPN,1
Gpsnya,PROPN,1
Guud,PROPN,1
Gpssensitivitynya,PROPN,1
Gran,PROPN,1
Grateful,PROPN,1
Gratis,ADJ,1
Gratis,PROPN,1
Greatttr,PROPN,1
Greattttt,PROPN,1
Greet,PROPN,1
Grow,PROPN,1
Gunakan,NOUN,1
Guntur,PROPN,1
Gurih,PROPN,1
Gagal,NOUN,1
Gadung,PROPN,1
Europe,PROPN,1
Faster,NUM,1
FULL,NOUN,1
FULL,PROPN,1
FYI,PROPN,1
Fabolous,PROPN,1
Fadhilla,PROPN,1
Failed,PROPN,1
Faldi,NUM,1
Faldi,PROPN,1
Family,PROPN,1
Fapiviravir,NUM,1
Farid,PROPN,1
Faskes,PROPN,1
Fat,PROPN,1
FRONT,PROPN,1
Fathila,NUM,1
Fauzia,PROPN,1
Feb,NOUN,1
Febi,NOUN,1
Febi,PROPN,1
Febrian,PROPN,1
Febrie,NUM,1
Feedback2,NUM,1
Feel,PROPN,1
Ferdi,PROPN,1
Feris,NUM,1
Fertilitas,NOUN,1
FU,NOUN,1
FOR,NOUN,1
Fian,PROPN,1
Explain,NOUN,1
Ever,NOUN,1
Every,NOUN,1
Every,PROPN,1
Everyone,PROPN,1
Everytime,PROPN,1
Excelence,PROPN,1
Excellen,PROPN,1
Excellent,NUM,1
Except,NOUN,1
Excited,PROPN,1
Execekent,PROPN,1
Exellent,NUM,1
Explanation,PROPN,1
FK,PROPN,1
Express,PROPN,1
Exquisite,PROPN,1
Extremely,NUM,1
Extremely,PROPN,1
Ez,PROPN,1
F,PROPN,1
F4,PROPN,1
FAST,PROPN,1
FATAL,ADJ,1
FINALLY,PROPN,1
FINASIM,NUM,1
FIX,NOUN,1
Feture,PROPN,1
Finally,PROPN,1
Gacor,PROPN,1
GILE,NUM,1
GADA,NOUN,1
GAJELAS,NUM,1
GAK,NOUN,1
GAK,X,1
GANTI,NOUN,1
GANTI,VERB,1
GAPAKE,NOUN,1
GEMBEL,NUM,1
GIH,PROPN,1
GILA,NOUN,1
GILA,PROPN,1
GILAAA,PROPN,1
GILEE,PROPN,1
GABISA,NOUN,1
GIMANA,NOUN,1
GIMANA,VERB,1
GITU,NOUN,1
GK,PROPN,1
GODNESS,NUM,1
GOR,PROPN,1
GP,PROPN,1
GRATIS,ADJ,1
GUE,PROPN,1
GUNANYA,ADV,1
GUYS,PROPN,1
GW,PROPN,1
GABISA,NUM,1
Fyi,NOUN,1
Finance,PROPN,1
Foreign,PROPN,1
Finding,PROPN,1
FiretrUCK,PROPN,1
Fitu,PROPN,1
Fitur2,NUM,1
Fixed,NOUN,1
Fkng,NUM,1
Flagship,NOUN,1
Flawless,PROPN,1
Flaws,PROPN,1
Fleksibel,PROPN,1
Flexible,PROPN,1
Folder,NOUN,1
Foto,NOUN,1
Furi,PROPN,1
Found,PROPN,1
Frans,PROPN,1
Free,PROPN,1
Frequently,PROPN,1
Friday,PROPN,1
Friendy,PROPN,1
Frm,PROPN,1
Frustrating,NUM,1
Fuiyoh,PROPN,1
Fungsi,NOUN,1
Fungsinya,NOUN,1
Fungsional,PROPN,1
akhir2ini,NOUN,1
akhrnya,NUM,1
kuliah,NOUN,1
gave,NOUN,1
gapunya,NOUN,1
gapunya,VERB,1
gara2,VERB,1
garcep,NUM,1
gari,PROPN,1
gaslighting,NOUN,1
gatal,VERB,1
gatau,VERB,1
gateway,ADJ,1
gateway,NOUN,1
gateway,PROPN,1
gausa,NUM,1
gaya,NOUN,1
gaperlu,PROPN,1
gayagayaan,NOUN,1
gbisa,VERB,1
gblk,NUM,1
gblk,PROPN,1
gbs,NUM,1
gbs,PROPN,1
gbsa,NOUN,1
gbsa,PROPN,1
gda,NOUN,1
ge,PROPN,1
gede.kacau,PROPN,1
gedung,NOUN,1
gapernah,PROPN,1
gaperlu,NUM,1
gejala,VERB,1
gambarvideo,NOUN,1
gajalan,PROPN,1
gajelas,VERB,1
gaji,NOUN,1
gakbisa,PROPN,1
gakbisa,VERB,1
gakemahalan,VERB,1
